,County,Total,"    Less than $10,000","    $10,000 to $14,999","    $15,000 to $24,999","    $25,000 to $34,999","    $35,000 to $49,999","    $50,000 to $74,999","    $75,000 to $99,999","    $100,000 to $149,999","    $150,000 to $199,999","    $200,000 or more",Median income (dollars),Mean income (dollars),    Household income in the past 12 months,    Family income in the past 12 months,    Nonfamily income in the past 12 months,Fiscal Year,Region,Type of Allegation,Allegation Count
598,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2014.0,7-Austin,Emotional Abuse,42.0
599,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2014.0,7-Austin,Medical Neglect,84.0
600,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2014.0,7-Austin,Neglectful Supervision,1056.0
601,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2014.0,7-Austin,Physical Abuse,503.0
602,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2014.0,7-Austin,Physical Neglect,199.0
603,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2014.0,7-Austin,Refusal To Accept Parental Responsibility,10.0
604,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2014.0,7-Austin,Sexual Abuse,283.0
605,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2013.0,7-Austin,Abandonment,2.0
606,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2013.0,7-Austin,Emotional Abuse,30.0
607,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2013.0,7-Austin,Medical Neglect,106.0
608,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2013.0,7-Austin,Neglectful Supervision,1042.0
609,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2013.0,7-Austin,Physical Abuse,475.0
610,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2013.0,7-Austin,Physical Neglect,215.0
611,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2013.0,7-Austin,Refusal To Accept Parental Responsibility,6.0
612,Brazos,"93,580",11.0%,4.8%,7.9%,10.2%,10.7%,14.1%,11.3%,14.4%,7.8%,7.9%,"60,393","84,794",41.5%,(X),(X),2013.0,7-Austin,Sexual Abuse,258.0
613,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2022.0,11-Edinburg,Abandonment,7.0
614,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2022.0,11-Edinburg,Emotional Abuse,176.0
615,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2022.0,11-Edinburg,Labor Trafficking,3.0
616,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2022.0,11-Edinburg,Medical Neglect,307.0
617,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2022.0,11-Edinburg,Neglectful Supervision,2952.0
618,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2022.0,11-Edinburg,Physical Abuse,904.0
619,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2022.0,11-Edinburg,Physical Neglect,342.0
620,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2022.0,11-Edinburg,Refusal To Accept Parental Responsibility,21.0
621,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2022.0,11-Edinburg,Sex Trafficking,6.0
622,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2022.0,11-Edinburg,Sexual Abuse,971.0
623,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2021.0,11-Edinburg,Abandonment,4.0
624,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2021.0,11-Edinburg,Emotional Abuse,126.0
625,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2021.0,11-Edinburg,Labor Trafficking,1.0
626,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2021.0,11-Edinburg,Medical Neglect,217.0
627,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2021.0,11-Edinburg,Neglectful Supervision,3018.0
628,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2021.0,11-Edinburg,Physical Abuse,823.0
629,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2021.0,11-Edinburg,Physical Neglect,378.0
630,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2021.0,11-Edinburg,Refusal To Accept Parental Responsibility,24.0
631,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2021.0,11-Edinburg,Sex Trafficking,25.0
632,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2021.0,11-Edinburg,Sexual Abuse,1026.0
633,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2020.0,11-Edinburg,Abandonment,4.0
634,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2020.0,11-Edinburg,Emotional Abuse,82.0
635,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2020.0,11-Edinburg,Medical Neglect,194.0
636,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2020.0,11-Edinburg,Neglectful Supervision,2748.0
637,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2020.0,11-Edinburg,Physical Abuse,801.0
638,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2020.0,11-Edinburg,Physical Neglect,414.0
639,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2020.0,11-Edinburg,Refusal To Accept Parental Responsibility,25.0
640,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2020.0,11-Edinburg,Sex Trafficking,16.0
641,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2020.0,11-Edinburg,Sexual Abuse,913.0
642,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2019.0,11-Edinburg,Abandonment,6.0
643,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2019.0,11-Edinburg,Emotional Abuse,111.0
644,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2019.0,11-Edinburg,Medical Neglect,237.0
645,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2019.0,11-Edinburg,Neglectful Supervision,3056.0
646,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2019.0,11-Edinburg,Physical Abuse,997.0
647,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2019.0,11-Edinburg,Physical Neglect,395.0
648,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2019.0,11-Edinburg,Refusal To Accept Parental Responsibility,23.0
649,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2019.0,11-Edinburg,Sex Trafficking,21.0
650,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2019.0,11-Edinburg,Sexual Abuse,1122.0
651,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2018.0,11-Edinburg,Abandonment,14.0
652,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2018.0,11-Edinburg,Emotional Abuse,110.0
653,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2018.0,11-Edinburg,Medical Neglect,295.0
654,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2018.0,11-Edinburg,Neglectful Supervision,3370.0
655,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2018.0,11-Edinburg,Physical Abuse,1115.0
656,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2018.0,11-Edinburg,Physical Neglect,406.0
657,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2018.0,11-Edinburg,Refusal To Accept Parental Responsibility,32.0
658,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2018.0,11-Edinburg,Sex Trafficking,18.0
659,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2018.0,11-Edinburg,Sexual Abuse,1250.0
660,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2017.0,11-Edinburg,Abandonment,10.0
661,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2017.0,11-Edinburg,Emotional Abuse,129.0
662,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2017.0,11-Edinburg,Labor Trafficking,6.0
663,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2017.0,11-Edinburg,Medical Neglect,281.0
664,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2017.0,11-Edinburg,Neglectful Supervision,3582.0
665,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2017.0,11-Edinburg,Physical Abuse,1406.0
666,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2017.0,11-Edinburg,Physical Neglect,553.0
667,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2017.0,11-Edinburg,Refusal To Accept Parental Responsibility,30.0
668,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2017.0,11-Edinburg,Sex Trafficking,16.0
669,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2017.0,11-Edinburg,Sexual Abuse,1152.0
670,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2016.0,11-Edinburg,Abandonment,4.0
671,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2016.0,11-Edinburg,Emotional Abuse,80.0
672,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2016.0,11-Edinburg,Medical Neglect,289.0
673,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2016.0,11-Edinburg,Neglectful Supervision,3383.0
674,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2016.0,11-Edinburg,Physical Abuse,1264.0
675,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2016.0,11-Edinburg,Physical Neglect,631.0
676,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2016.0,11-Edinburg,Refusal To Accept Parental Responsibility,22.0
677,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2016.0,11-Edinburg,Sex Trafficking,9.0
678,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2016.0,11-Edinburg,Sexual Abuse,1260.0
679,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2015.0,11-Edinburg,Abandonment,8.0
680,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2015.0,11-Edinburg,Emotional Abuse,171.0
681,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2015.0,11-Edinburg,Medical Neglect,407.0
682,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2015.0,11-Edinburg,Neglectful Supervision,3920.0
683,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2015.0,11-Edinburg,Physical Abuse,1557.0
684,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2015.0,11-Edinburg,Physical Neglect,785.0
685,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2015.0,11-Edinburg,Refusal To Accept Parental Responsibility,30.0
686,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2015.0,11-Edinburg,Sexual Abuse,1196.0
687,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2014.0,11-Edinburg,Abandonment,5.0
688,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2014.0,11-Edinburg,Emotional Abuse,136.0
689,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2014.0,11-Edinburg,Medical Neglect,361.0
690,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2014.0,11-Edinburg,Neglectful Supervision,3822.0
691,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2014.0,11-Edinburg,Physical Abuse,1546.0
692,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2014.0,11-Edinburg,Physical Neglect,720.0
693,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2014.0,11-Edinburg,Refusal To Accept Parental Responsibility,57.0
694,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2014.0,11-Edinburg,Sexual Abuse,1129.0
695,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2013.0,11-Edinburg,Abandonment,6.0
696,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2013.0,11-Edinburg,Emotional Abuse,108.0
697,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2013.0,11-Edinburg,Medical Neglect,367.0
698,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2013.0,11-Edinburg,Neglectful Supervision,3413.0
699,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2013.0,11-Edinburg,Physical Abuse,1438.0
700,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2013.0,11-Edinburg,Physical Neglect,679.0
701,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2013.0,11-Edinburg,Refusal To Accept Parental Responsibility,33.0
702,Cameron,"137,982",8.2%,5.6%,12.8%,11.3%,11.6%,18.0%,13.1%,11.6%,4.8%,3.0%,"50,649","66,163",38.8%,(X),(X),2013.0,11-Edinburg,Sexual Abuse,1000.0
703,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2022.0,3-Arlington,Abandonment,7.0
704,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2022.0,3-Arlington,Emotional Abuse,309.0
705,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2022.0,3-Arlington,Medical Neglect,381.0
706,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2022.0,3-Arlington,Neglectful Supervision,3474.0
707,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2022.0,3-Arlington,Physical Abuse,1337.0
708,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2022.0,3-Arlington,Physical Neglect,323.0
709,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2022.0,3-Arlington,Refusal To Accept Parental Responsibility,46.0
710,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2022.0,3-Arlington,Sex Trafficking,9.0
711,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2022.0,3-Arlington,Sexual Abuse,1160.0
712,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2021.0,3-Arlington,Abandonment,5.0
713,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2021.0,3-Arlington,Emotional Abuse,307.0
714,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2021.0,3-Arlington,Labor Trafficking,3.0
715,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2021.0,3-Arlington,Medical Neglect,359.0
716,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2021.0,3-Arlington,Neglectful Supervision,3413.0
717,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2021.0,3-Arlington,Physical Abuse,1345.0
718,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2021.0,3-Arlington,Physical Neglect,266.0
719,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2021.0,3-Arlington,Refusal To Accept Parental Responsibility,49.0
720,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2021.0,3-Arlington,Sex Trafficking,18.0
721,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2021.0,3-Arlington,Sexual Abuse,1225.0
722,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2020.0,3-Arlington,Abandonment,5.0
723,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2020.0,3-Arlington,Emotional Abuse,194.0
724,Collin,"414,601",2.9%,1.3%,2.8%,4.9%,6.3%,13.5%,12.5%,19.2%,14.3%,22.1%,"113,305","146,166",36.6%,(X),(X),2020.0,3-Arlington,Medical Neglect,256.0
