Fiscal Year,County,Region,Type of Allegation,Allegation Count
2020,Madison,7-Austin,Medical Neglect,4
2020,Madison,7-Austin,Neglectful Supervision,61
2020,Madison,7-Austin,Physical Abuse,13
2020,Madison,7-Austin,Physical Neglect,19
2020,Madison,7-Austin,Sex Trafficking,1
2020,Madison,7-Austin,Sexual Abuse,9
2020,McLennan,7-Austin,Abandonment,12
2020,McLennan,7-Austin,Emotional Abuse,80
2020,McLennan,7-Austin,Medical Neglect,141
2020,McLennan,7-Austin,Neglectful Supervision,2690
2020,McLennan,7-Austin,Physical Abuse,698
2020,McLennan,7-Austin,Physical Neglect,298
2020,McLennan,7-Austin,Refusal To Accept Parental Responsibility,31
2020,McLennan,7-Austin,Sex Trafficking,7
2020,McLennan,7-Austin,Sexual Abuse,568
2020,Milam,7-Austin,Emotional Abuse,11
2020,Milam,7-Austin,Medical Neglect,11
2020,Milam,7-Austin,Neglectful Supervision,181
2020,Milam,7-Austin,Physical Abuse,56
2020,Milam,7-Austin,Physical Neglect,31
2020,Milam,7-Austin,Refusal To Accept Parental Responsibility,4
2020,Milam,7-Austin,Sexual Abuse,64
2020,Mills,7-Austin,Emotional Abuse,1
2020,Mills,7-Austin,Medical Neglect,2
2020,Mills,7-Austin,Neglectful Supervision,27
2020,Mills,7-Austin,Physical Abuse,8
2020,Mills,7-Austin,Physical Neglect,6
2020,Mills,7-Austin,Refusal To Accept Parental Responsibility,1
2020,Mills,7-Austin,Sexual Abuse,7
2020,Robertson,7-Austin,Abandonment,2
2020,Robertson,7-Austin,Emotional Abuse,4
2020,Robertson,7-Austin,Medical Neglect,11
2020,Robertson,7-Austin,Neglectful Supervision,157
2020,Robertson,7-Austin,Physical Abuse,41
2020,Robertson,7-Austin,Physical Neglect,6
2020,Robertson,7-Austin,Refusal To Accept Parental Responsibility,2
2020,Robertson,7-Austin,Sexual Abuse,27
2020,San Saba,7-Austin,Abandonment,2
2020,San Saba,7-Austin,Emotional Abuse,1
2020,San Saba,7-Austin,Medical Neglect,1
2020,San Saba,7-Austin,Neglectful Supervision,36
2020,San Saba,7-Austin,Physical Abuse,12
2020,San Saba,7-Austin,Physical Neglect,5
2020,San Saba,7-Austin,Sexual Abuse,10
2020,Travis,7-Austin,Abandonment,12
2020,Travis,7-Austin,Emotional Abuse,206
2020,Travis,7-Austin,Labor Trafficking,3
2020,Travis,7-Austin,Medical Neglect,302
2020,Travis,7-Austin,Neglectful Supervision,6303
2020,Travis,7-Austin,Physical Abuse,1714
2020,Travis,7-Austin,Physical Neglect,466
2020,Travis,7-Austin,Refusal To Accept Parental Responsibility,64
2020,Travis,7-Austin,Sex Trafficking,16
2020,Travis,7-Austin,Sexual Abuse,1141
2020,Washington,7-Austin,Emotional Abuse,5
2020,Washington,7-Austin,Labor Trafficking,1
2020,Washington,7-Austin,Medical Neglect,6
2020,Washington,7-Austin,Neglectful Supervision,148
2020,Washington,7-Austin,Physical Abuse,61
2020,Washington,7-Austin,Physical Neglect,29
2020,Washington,7-Austin,Refusal To Accept Parental Responsibility,1
2020,Washington,7-Austin,Sexual Abuse,39
2020,Williamson,7-Austin,Abandonment,7
2020,Williamson,7-Austin,Emotional Abuse,121
2020,Williamson,7-Austin,Labor Trafficking,1
2020,Williamson,7-Austin,Medical Neglect,167
2020,Williamson,7-Austin,Neglectful Supervision,2280
2020,Williamson,7-Austin,Physical Abuse,786
2020,Williamson,7-Austin,Physical Neglect,206
2020,Williamson,7-Austin,Refusal To Accept Parental Responsibility,37
2020,Williamson,7-Austin,Sex Trafficking,2
2020,Williamson,7-Austin,Sexual Abuse,712
2020,Atascosa,8-San Antonio,Abandonment,4
2020,Atascosa,8-San Antonio,Emotional Abuse,24
2020,Atascosa,8-San Antonio,Medical Neglect,34
2020,Atascosa,8-San Antonio,Neglectful Supervision,546
2020,Atascosa,8-San Antonio,Physical Abuse,151
2020,Atascosa,8-San Antonio,Physical Neglect,64
2020,Atascosa,8-San Antonio,Refusal To Accept Parental Responsibility,1
2020,Atascosa,8-San Antonio,Sex Trafficking,3
2020,Atascosa,8-San Antonio,Sexual Abuse,187
2020,Bandera,8-San Antonio,Abandonment,1
2020,Bandera,8-San Antonio,Emotional Abuse,8
2020,Bandera,8-San Antonio,Medical Neglect,11
2020,Bandera,8-San Antonio,Neglectful Supervision,179
2020,Bandera,8-San Antonio,Physical Abuse,35
2020,Bandera,8-San Antonio,Physical Neglect,15
2020,Bandera,8-San Antonio,Refusal To Accept Parental Responsibility,3
2020,Bandera,8-San Antonio,Sexual Abuse,51
2020,Bexar,8-San Antonio,Abandonment,52
2020,Bexar,8-San Antonio,Emotional Abuse,525
2020,Bexar,8-San Antonio,Labor Trafficking,5
2020,Bexar,8-San Antonio,Medical Neglect,973
2020,Bexar,8-San Antonio,Neglectful Supervision,14192
2020,Bexar,8-San Antonio,Physical Abuse,4460
2020,Bexar,8-San Antonio,Physical Neglect,1666
2020,Bexar,8-San Antonio,Refusal To Accept Parental Responsibility,157
2020,Bexar,8-San Antonio,Sex Trafficking,36
2020,Bexar,8-San Antonio,Sexual Abuse,3590
2020,Calhoun,8-San Antonio,Abandonment,2
2020,Calhoun,8-San Antonio,Emotional Abuse,4
2020,Calhoun,8-San Antonio,Medical Neglect,13
2020,Calhoun,8-San Antonio,Neglectful Supervision,106
2020,Calhoun,8-San Antonio,Physical Abuse,31
2020,Calhoun,8-San Antonio,Physical Neglect,33
2020,Calhoun,8-San Antonio,Refusal To Accept Parental Responsibility,2
2020,Calhoun,8-San Antonio,Sex Trafficking,1
2020,Calhoun,8-San Antonio,Sexual Abuse,26
2020,Comal,8-San Antonio,Abandonment,5
2020,Comal,8-San Antonio,Emotional Abuse,38
2020,Comal,8-San Antonio,Medical Neglect,39
2020,Comal,8-San Antonio,Neglectful Supervision,918
2020,Comal,8-San Antonio,Physical Abuse,235
2020,Comal,8-San Antonio,Physical Neglect,82
2020,Comal,8-San Antonio,Refusal To Accept Parental Responsibility,8
2020,Comal,8-San Antonio,Sex Trafficking,1
2020,Comal,8-San Antonio,Sexual Abuse,274
2020,DeWitt,8-San Antonio,Emotional Abuse,3
2020,DeWitt,8-San Antonio,Medical Neglect,13
2020,DeWitt,8-San Antonio,Neglectful Supervision,117
2020,DeWitt,8-San Antonio,Physical Abuse,38
2020,DeWitt,8-San Antonio,Physical Neglect,19
2020,DeWitt,8-San Antonio,Refusal To Accept Parental Responsibility,6
2020,DeWitt,8-San Antonio,Sexual Abuse,39
2020,Dimmit,8-San Antonio,Emotional Abuse,2
2020,Dimmit,8-San Antonio,Medical Neglect,9
2020,Dimmit,8-San Antonio,Neglectful Supervision,126
2020,Dimmit,8-San Antonio,Physical Abuse,21
2020,Dimmit,8-San Antonio,Physical Neglect,9
2020,Dimmit,8-San Antonio,Refusal To Accept Parental Responsibility,2
2020,Dimmit,8-San Antonio,Sexual Abuse,47
2020,Edwards,8-San Antonio,Emotional Abuse,1
2020,Edwards,8-San Antonio,Medical Neglect,2
2020,Edwards,8-San Antonio,Neglectful Supervision,6
2020,Edwards,8-San Antonio,Sexual Abuse,3
2020,Frio,8-San Antonio,Abandonment,1
2020,Frio,8-San Antonio,Emotional Abuse,4
2020,Frio,8-San Antonio,Medical Neglect,16
2020,Frio,8-San Antonio,Neglectful Supervision,188
2020,Frio,8-San Antonio,Physical Abuse,54
2020,Frio,8-San Antonio,Physical Neglect,16
2020,Frio,8-San Antonio,Refusal To Accept Parental Responsibility,1
2020,Frio,8-San Antonio,Sexual Abuse,64
2020,Gillespie,8-San Antonio,Emotional Abuse,5
2020,Gillespie,8-San Antonio,Medical Neglect,7
2020,Gillespie,8-San Antonio,Neglectful Supervision,111
2020,Gillespie,8-San Antonio,Physical Abuse,23
2020,Gillespie,8-San Antonio,Physical Neglect,21
2020,Gillespie,8-San Antonio,Refusal To Accept Parental Responsibility,1
2020,Gillespie,8-San Antonio,Sexual Abuse,28
2020,Goliad,8-San Antonio,Emotional Abuse,3
2020,Goliad,8-San Antonio,Medical Neglect,6
2020,Goliad,8-San Antonio,Neglectful Supervision,42
2020,Goliad,8-San Antonio,Physical Abuse,18
2020,Goliad,8-San Antonio,Physical Neglect,9
2020,Goliad,8-San Antonio,Sexual Abuse,8
2020,Gonzales,8-San Antonio,Abandonment,3
2020,Gonzales,8-San Antonio,Emotional Abuse,3
2020,Gonzales,8-San Antonio,Medical Neglect,9
2020,Gonzales,8-San Antonio,Neglectful Supervision,170
2020,Gonzales,8-San Antonio,Physical Abuse,45
2020,Gonzales,8-San Antonio,Physical Neglect,28
2020,Gonzales,8-San Antonio,Refusal To Accept Parental Responsibility,1
2020,Gonzales,8-San Antonio,Sexual Abuse,60
2020,Guadalupe,8-San Antonio,Abandonment,3
2020,Guadalupe,8-San Antonio,Emotional Abuse,45
2020,Guadalupe,8-San Antonio,Medical Neglect,67
2020,Guadalupe,8-San Antonio,Neglectful Supervision,1051
2020,Guadalupe,8-San Antonio,Physical Abuse,290
2020,Guadalupe,8-San Antonio,Physical Neglect,118
2020,Guadalupe,8-San Antonio,Refusal To Accept Parental Responsibility,9
2020,Guadalupe,8-San Antonio,Sex Trafficking,1
2020,Guadalupe,8-San Antonio,Sexual Abuse,324
2020,Jackson,8-San Antonio,Emotional Abuse,3
2020,Jackson,8-San Antonio,Medical Neglect,3
2020,Jackson,8-San Antonio,Neglectful Supervision,68
2020,Jackson,8-San Antonio,Physical Abuse,20
2020,Jackson,8-San Antonio,Physical Neglect,13
2020,Jackson,8-San Antonio,Refusal To Accept Parental Responsibility,1
2020,Jackson,8-San Antonio,Sexual Abuse,27
2020,Karnes,8-San Antonio,Emotional Abuse,3
2020,Karnes,8-San Antonio,Medical Neglect,7
2020,Karnes,8-San Antonio,Neglectful Supervision,107
2020,Karnes,8-San Antonio,Physical Abuse,35
2020,Karnes,8-San Antonio,Physical Neglect,21
2020,Karnes,8-San Antonio,Sexual Abuse,34
2020,Kendall,8-San Antonio,Emotional Abuse,5
2020,Kendall,8-San Antonio,Medical Neglect,7
2020,Kendall,8-San Antonio,Neglectful Supervision,147
2020,Kendall,8-San Antonio,Physical Abuse,60
2020,Kendall,8-San Antonio,Physical Neglect,15
2020,Kendall,8-San Antonio,Refusal To Accept Parental Responsibility,1
2020,Kendall,8-San Antonio,Sexual Abuse,61
2020,Kerr,8-San Antonio,Emotional Abuse,16
2020,Kerr,8-San Antonio,Medical Neglect,24
2020,Kerr,8-San Antonio,Neglectful Supervision,341
2020,Kerr,8-San Antonio,Physical Abuse,100
2020,Kerr,8-San Antonio,Physical Neglect,41
2020,Kerr,8-San Antonio,Refusal To Accept Parental Responsibility,3
2020,Kerr,8-San Antonio,Sexual Abuse,73
2020,Kinney,8-San Antonio,Emotional Abuse,1
2020,Kinney,8-San Antonio,Neglectful Supervision,23
2020,Kinney,8-San Antonio,Physical Abuse,8
2020,Kinney,8-San Antonio,Physical Neglect,4
2020,Kinney,8-San Antonio,Sexual Abuse,3
2020,La Salle,8-San Antonio,Emotional Abuse,1
2020,La Salle,8-San Antonio,Medical Neglect,2
2020,La Salle,8-San Antonio,Neglectful Supervision,90
2020,La Salle,8-San Antonio,Physical Abuse,19
2020,La Salle,8-San Antonio,Physical Neglect,7
2020,La Salle,8-San Antonio,Refusal To Accept Parental Responsibility,1
2020,La Salle,8-San Antonio,Sex Trafficking,1
2020,La Salle,8-San Antonio,Sexual Abuse,7
2020,Lavaca,8-San Antonio,Emotional Abuse,4
2020,Lavaca,8-San Antonio,Medical Neglect,5
2020,Lavaca,8-San Antonio,Neglectful Supervision,123
2020,Lavaca,8-San Antonio,Physical Abuse,31
2020,Lavaca,8-San Antonio,Physical Neglect,19
2020,Lavaca,8-San Antonio,Sexual Abuse,42
2020,Maverick,8-San Antonio,Emotional Abuse,10
2020,Maverick,8-San Antonio,Medical Neglect,18
2020,Maverick,8-San Antonio,Neglectful Supervision,192
2020,Maverick,8-San Antonio,Physical Abuse,79
2020,Maverick,8-San Antonio,Physical Neglect,38
2020,Maverick,8-San Antonio,Refusal To Accept Parental Responsibility,1
2020,Maverick,8-San Antonio,Sex Trafficking,2
2020,Maverick,8-San Antonio,Sexual Abuse,57
2020,Medina,8-San Antonio,Emotional Abuse,9
2020,Medina,8-San Antonio,Medical Neglect,22
2020,Medina,8-San Antonio,Neglectful Supervision,387
2020,Medina,8-San Antonio,Physical Abuse,87
2020,Medina,8-San Antonio,Physical Neglect,41
2020,Medina,8-San Antonio,Refusal To Accept Parental Responsibility,4
2020,Medina,8-San Antonio,Sexual Abuse,97
2020,Real,8-San Antonio,Emotional Abuse,2
2020,Real,8-San Antonio,Neglectful Supervision,32
2020,Real,8-San Antonio,Physical Abuse,9
2020,Real,8-San Antonio,Physical Neglect,10
2020,Real,8-San Antonio,Sexual Abuse,3
2020,Uvalde,8-San Antonio,Emotional Abuse,8
2020,Uvalde,8-San Antonio,Medical Neglect,8
2020,Uvalde,8-San Antonio,Neglectful Supervision,283
2020,Uvalde,8-San Antonio,Physical Abuse,78
2020,Uvalde,8-San Antonio,Physical Neglect,33
2020,Uvalde,8-San Antonio,Refusal To Accept Parental Responsibility,2
2020,Uvalde,8-San Antonio,Sexual Abuse,55
2020,Val Verde,8-San Antonio,Emotional Abuse,15
2020,Val Verde,8-San Antonio,Medical Neglect,15
2020,Val Verde,8-San Antonio,Neglectful Supervision,233
2020,Val Verde,8-San Antonio,Physical Abuse,81
2020,Val Verde,8-San Antonio,Physical Neglect,37
2020,Val Verde,8-San Antonio,Refusal To Accept Parental Responsibility,1
2020,Val Verde,8-San Antonio,Sexual Abuse,82
2020,Victoria,8-San Antonio,Emotional Abuse,19
2020,Victoria,8-San Antonio,Medical Neglect,37
2020,Victoria,8-San Antonio,Neglectful Supervision,560
2020,Victoria,8-San Antonio,Physical Abuse,175
2020,Victoria,8-San Antonio,Physical Neglect,53
2020,Victoria,8-San Antonio,Refusal To Accept Parental Responsibility,2
2020,Victoria,8-San Antonio,Sex Trafficking,3
2020,Victoria,8-San Antonio,Sexual Abuse,139
2020,Wilson,8-San Antonio,Emotional Abuse,5
2020,Wilson,8-San Antonio,Medical Neglect,23
2020,Wilson,8-San Antonio,Neglectful Supervision,170
2020,Wilson,8-San Antonio,Physical Abuse,61
2020,Wilson,8-San Antonio,Physical Neglect,29
2020,Wilson,8-San Antonio,Refusal To Accept Parental Responsibility,1
2020,Wilson,8-San Antonio,Sex Trafficking,2
2020,Wilson,8-San Antonio,Sexual Abuse,73
2020,Zavala,8-San Antonio,Emotional Abuse,9
2020,Zavala,8-San Antonio,Medical Neglect,13
2020,Zavala,8-San Antonio,Neglectful Supervision,141
2020,Zavala,8-San Antonio,Physical Abuse,43
2020,Zavala,8-San Antonio,Physical Neglect,19
2020,Zavala,8-San Antonio,Sexual Abuse,34
2020,Andrews,9-Midland,Emotional Abuse,6
2020,Andrews,9-Midland,Medical Neglect,17
2020,Andrews,9-Midland,Neglectful Supervision,164
2020,Andrews,9-Midland,Physical Abuse,52
2020,Andrews,9-Midland,Physical Neglect,19
2020,Andrews,9-Midland,Sex Trafficking,1
2020,Andrews,9-Midland,Sexual Abuse,40
2020,Borden,9-Midland,Medical Neglect,2
2020,Borden,9-Midland,Neglectful Supervision,4
2020,Borden,9-Midland,Physical Neglect,3
2020,Coke,9-Midland,Medical Neglect,4
2020,Coke,9-Midland,Neglectful Supervision,28
2020,Coke,9-Midland,Physical Abuse,11
2020,Coke,9-Midland,Physical Neglect,2
2020,Coke,9-Midland,Sexual Abuse,7
2020,Concho,9-Midland,Medical Neglect,1
2020,Concho,9-Midland,Neglectful Supervision,20
2020,Concho,9-Midland,Physical Abuse,3
2020,Concho,9-Midland,Sexual Abuse,7
2020,Crane,9-Midland,Emotional Abuse,2
2020,Crane,9-Midland,Medical Neglect,3
2020,Crane,9-Midland,Neglectful Supervision,19
2020,Crane,9-Midland,Physical Abuse,13
2020,Crane,9-Midland,Sexual Abuse,11
2020,Crockett,9-Midland,Emotional Abuse,1
2020,Crockett,9-Midland,Medical Neglect,1
2020,Crockett,9-Midland,Neglectful Supervision,23
2020,Crockett,9-Midland,Physical Abuse,5
2020,Crockett,9-Midland,Physical Neglect,2
2020,Crockett,9-Midland,Refusal To Accept Parental Responsibility,2
2020,Crockett,9-Midland,Sexual Abuse,9
2020,Dawson,9-Midland,Emotional Abuse,3
2020,Dawson,9-Midland,Labor Trafficking,2
2020,Dawson,9-Midland,Medical Neglect,8
2020,Dawson,9-Midland,Neglectful Supervision,108
2020,Dawson,9-Midland,Physical Abuse,39
2020,Dawson,9-Midland,Physical Neglect,15
2020,Dawson,9-Midland,Sexual Abuse,34
2020,Ector,9-Midland,Abandonment,1
2020,Ector,9-Midland,Emotional Abuse,40
2020,Ector,9-Midland,Labor Trafficking,1
2020,Ector,9-Midland,Medical Neglect,73
2020,Ector,9-Midland,Neglectful Supervision,1169
2020,Ector,9-Midland,Physical Abuse,399
2020,Ector,9-Midland,Physical Neglect,190
2020,Ector,9-Midland,Refusal To Accept Parental Responsibility,12
2020,Ector,9-Midland,Sex Trafficking,2
2020,Ector,9-Midland,Sexual Abuse,388
2020,Gaines,9-Midland,Emotional Abuse,8
2020,Gaines,9-Midland,Medical Neglect,11
2020,Gaines,9-Midland,Neglectful Supervision,91
2020,Gaines,9-Midland,Physical Abuse,31
2020,Gaines,9-Midland,Physical Neglect,16
2020,Gaines,9-Midland,Sexual Abuse,36
2020,Glasscock,9-Midland,Neglectful Supervision,4
2020,Glasscock,9-Midland,Physical Abuse,2
2020,Howard,9-Midland,Emotional Abuse,12
2020,Howard,9-Midland,Medical Neglect,28
2020,Howard,9-Midland,Neglectful Supervision,350
2020,Howard,9-Midland,Physical Abuse,94
2020,Howard,9-Midland,Physical Neglect,52
2020,Howard,9-Midland,Refusal To Accept Parental Responsibility,2
2020,Howard,9-Midland,Sexual Abuse,100
2020,Irion,9-Midland,Medical Neglect,1
2020,Irion,9-Midland,Neglectful Supervision,10
2020,Irion,9-Midland,Physical Abuse,1
2020,Irion,9-Midland,Sexual Abuse,8
2020,Kimble,9-Midland,Neglectful Supervision,36
2020,Kimble,9-Midland,Physical Abuse,11
2020,Kimble,9-Midland,Physical Neglect,11
2020,Kimble,9-Midland,Sexual Abuse,23
2020,Loving,9-Midland,Sexual Abuse,1
2020,Martin,9-Midland,Abandonment,1
2020,Martin,9-Midland,Emotional Abuse,5
2020,Martin,9-Midland,Medical Neglect,3
2020,Martin,9-Midland,Neglectful Supervision,49
2020,Martin,9-Midland,Physical Abuse,10
2020,Martin,9-Midland,Physical Neglect,1
2020,Martin,9-Midland,Sexual Abuse,18
2020,Mason,9-Midland,Neglectful Supervision,13
2020,Mason,9-Midland,Physical Abuse,7
2020,Mason,9-Midland,Refusal To Accept Parental Responsibility,1
2020,Mason,9-Midland,Sexual Abuse,4
2020,McCulloch,9-Midland,Emotional Abuse,1
2020,McCulloch,9-Midland,Medical Neglect,7
2020,McCulloch,9-Midland,Neglectful Supervision,82
2020,McCulloch,9-Midland,Physical Abuse,17
2020,McCulloch,9-Midland,Physical Neglect,16
2020,McCulloch,9-Midland,Sexual Abuse,23
2020,Menard,9-Midland,Neglectful Supervision,24
2020,Menard,9-Midland,Physical Abuse,3
2020,Menard,9-Midland,Physical Neglect,4
2020,Menard,9-Midland,Refusal To Accept Parental Responsibility,1
2020,Menard,9-Midland,Sexual Abuse,2
2020,Midland,9-Midland,Abandonment,4
2020,Midland,9-Midland,Emotional Abuse,37
2020,Midland,9-Midland,Medical Neglect,57
2020,Midland,9-Midland,Neglectful Supervision,938
2020,Midland,9-Midland,Physical Abuse,387
2020,Midland,9-Midland,Physical Neglect,122
2020,Midland,9-Midland,Refusal To Accept Parental Responsibility,20
2020,Midland,9-Midland,Sex Trafficking,7
2020,Midland,9-Midland,Sexual Abuse,308
2020,Pecos,9-Midland,Abandonment,4
2020,Pecos,9-Midland,Emotional Abuse,8
2020,Pecos,9-Midland,Medical Neglect,6
2020,Pecos,9-Midland,Neglectful Supervision,117
2020,Pecos,9-Midland,Physical Abuse,35
2020,Pecos,9-Midland,Physical Neglect,17
2020,Pecos,9-Midland,Refusal To Accept Parental Responsibility,1
2020,Pecos,9-Midland,Sexual Abuse,29
2020,Reagan,9-Midland,Medical Neglect,1
2020,Reagan,9-Midland,Neglectful Supervision,18
2020,Reagan,9-Midland,Physical Abuse,7
2020,Reagan,9-Midland,Physical Neglect,1
2020,Reagan,9-Midland,Sexual Abuse,5
2020,Reeves,9-Midland,Abandonment,2
2020,Reeves,9-Midland,Emotional Abuse,1
2020,Reeves,9-Midland,Medical Neglect,6
2020,Reeves,9-Midland,Neglectful Supervision,75
2020,Reeves,9-Midland,Physical Abuse,20
2020,Reeves,9-Midland,Physical Neglect,7
2020,Reeves,9-Midland,Refusal To Accept Parental Responsibility,1
2020,Reeves,9-Midland,Sexual Abuse,19
2020,Schleicher,9-Midland,Emotional Abuse,2
2020,Schleicher,9-Midland,Medical Neglect,2
2020,Schleicher,9-Midland,Neglectful Supervision,16
2020,Schleicher,9-Midland,Physical Abuse,3
2020,Schleicher,9-Midland,Physical Neglect,1
2020,Schleicher,9-Midland,Sexual Abuse,7
2020,Sterling,9-Midland,Medical Neglect,2
2020,Sterling,9-Midland,Neglectful Supervision,9
2020,Sterling,9-Midland,Physical Abuse,1
2020,Sterling,9-Midland,Physical Neglect,1
2020,Sterling,9-Midland,Sexual Abuse,2
2020,Sutton,9-Midland,Neglectful Supervision,31
2020,Sutton,9-Midland,Physical Abuse,7
2020,Sutton,9-Midland,Physical Neglect,3
2020,Sutton,9-Midland,Refusal To Accept Parental Responsibility,1
2020,Sutton,9-Midland,Sexual Abuse,2
2020,Terrell,9-Midland,Neglectful Supervision,5
2020,Terrell,9-Midland,Physical Neglect,3
2020,Tom Green,9-Midland,Abandonment,1
2020,Tom Green,9-Midland,Emotional Abuse,50
2020,Tom Green,9-Midland,Medical Neglect,76
2020,Tom Green,9-Midland,Neglectful Supervision,1175
2020,Tom Green,9-Midland,Physical Abuse,330
2020,Tom Green,9-Midland,Physical Neglect,166
2020,Tom Green,9-Midland,Refusal To Accept Parental Responsibility,9
2020,Tom Green,9-Midland,Sex Trafficking,1
2020,Tom Green,9-Midland,Sexual Abuse,324
2020,Upton,9-Midland,Emotional Abuse,2
2020,Upton,9-Midland,Medical Neglect,1
2020,Upton,9-Midland,Neglectful Supervision,19
2020,Upton,9-Midland,Physical Abuse,4
2020,Upton,9-Midland,Physical Neglect,1
2020,Upton,9-Midland,Sexual Abuse,9
2020,Ward,9-Midland,Emotional Abuse,3
2020,Ward,9-Midland,Medical Neglect,8
2020,Ward,9-Midland,Neglectful Supervision,133
2020,Ward,9-Midland,Physical Abuse,38
2020,Ward,9-Midland,Physical Neglect,24
2020,Ward,9-Midland,Refusal To Accept Parental Responsibility,2
2020,Ward,9-Midland,Sexual Abuse,27
2020,Winkler,9-Midland,Emotional Abuse,2
2020,Winkler,9-Midland,Medical Neglect,5
2020,Winkler,9-Midland,Neglectful Supervision,71
2020,Winkler,9-Midland,Physical Abuse,16
2020,Winkler,9-Midland,Physical Neglect,12
2020,Winkler,9-Midland,Sexual Abuse,13
2020,Brewster,10-El Paso,Emotional Abuse,1
2020,Brewster,10-El Paso,Medical Neglect,2
2020,Brewster,10-El Paso,Neglectful Supervision,33
2020,Brewster,10-El Paso,Physical Abuse,6
2020,Brewster,10-El Paso,Physical Neglect,3
2020,Brewster,10-El Paso,Sexual Abuse,16
2020,Culberson,10-El Paso,Emotional Abuse,1
2020,Culberson,10-El Paso,Medical Neglect,2
2020,Culberson,10-El Paso,Neglectful Supervision,25
2020,Culberson,10-El Paso,Physical Abuse,9
2020,Culberson,10-El Paso,Physical Neglect,2
2020,Culberson,10-El Paso,Sexual Abuse,3
2020,El Paso,10-El Paso,Abandonment,39
2020,El Paso,10-El Paso,Emotional Abuse,224
2020,El Paso,10-El Paso,Labor Trafficking,3
2020,El Paso,10-El Paso,Medical Neglect,445
2020,El Paso,10-El Paso,Neglectful Supervision,4562
2020,El Paso,10-El Paso,Physical Abuse,1796
2020,El Paso,10-El Paso,Physical Neglect,619
2020,El Paso,10-El Paso,Refusal To Accept Parental Responsibility,61
2020,El Paso,10-El Paso,Sex Trafficking,12
